student_id,task_id,true_skill_score,time_to_first_attempt,total_attempts,compile_count,error_count,hint_count,repeated_error_count,solution_correctness,test_cases_passed,time_to_solution,code_changes
S013,T015,68.0,44.25,4,6,5,3,3,0.5472,5,481.25,9
S013,T016,68.0,50.09,4,5,5,3,3,0.486,5,543.93,8
S013,T017,63.0,41.89,4,5,4,2,2,0.633,7,377.37,7
S013,T018,63.0,51.1,4,4,5,2,3,0.5269,6,475.39,9
S013,T019,63.0,52.98,5,7,5,3,4,0.423,5,630.88,8
S013,T020,71.0,32.18,3,4,2,1,1,0.7445,7,292.98,5
S013,T021,71.0,44.14,3,4,4,2,2,0.5888,5,418.89,7
S013,T022,71.0,43.43,4,6,3,2,2,0.6241,6,401.82,7
S013,T023,71.0,44.86,4,5,5,3,3,0.5405,6,503.92,7
S013,T024,71.0,50.37,4,6,4,3,2,0.5339,5,523.58,7
S013,T025,71.0,43.53,3,5,3,2,2,0.5953,6,419.62,5
S013,T026,81.0,26.87,3,4,1,1,0,0.8077,8,205.35,4
S013,T027,81.0,29.52,4,6,2,1,0,0.7157,7,327.58,5
S013,T028,81.0,33.02,2,2,2,2,1,0.7467,8,306.3,4
S013,T029,81.0,39.66,4,6,3,2,1,0.594,7,460.36,6
S013,T030,81.0,34.69,3,4,4,2,2,0.6296,7,422.14,7
S014,T001,77.0,27.85,3,5,3,1,1,0.7459,8,266.6,5
S014,T002,77.0,41.99,4,5,4,1,1,0.6363,7,389.41,7
S014,T003,77.0,44.28,3,3,4,2,2,0.5979,6,478.1,7
S014,T004,44.0,50.53,6,8,6,3,4,0.4625,5,478.28,11
S014,T005,44.0,65.47,6,6,6,3,4,0.3752,3,619.44,11
S014,T006,32.0,69.49,7,7,6,4,5,0.3219,3,614.93,11
S014,T007,32.0,71.69,6,6,7,4,7,0.2301,3,742.97,12
S014,T008,49.0,63.89,5,7,6,3,5,0.3718,4,646.61,10
S014,T009,46.0,52.33,6,7,5,3,4,0.4627,4,492.29,9
S014,T010,46.0,60.17,6,7,6,3,4,0.3852,3,627.88,11
S014,T011,77.0,24.89,3,3,2,1,0,0.7938,8,210.23,5
S014,T012,77.0,37.92,3,3,3,2,1,0.6963,7,366.62,5
S014,T013,77.0,39.0,4,5,3,2,1,0.5894,6,476.3,7
S014,T014,44.0,51.68,5,5,5,2,3,0.4394,5,512.7,9
S014,T015,44.0,65.9,5,6,6,4,5,0.3186,4,661.45,9
S014,T016,44.0,75.16,7,7,7,4,7,0.2064,3,786.08,13
S014,T017,32.0,65.94,5,7,6,3,5,0.3463,3,577.69,10
S014,T018,32.0,70.74,7,8,8,4,8,0.2217,3,765.26,13
S014,T019,32.0,82.55,7,8,8,5,9,0.0898,1,880.47,13
S014,T020,49.0,54.42,4,4,5,3,3,0.4634,5,517.56,7
S014,T021,49.0,62.98,5,6,5,3,4,0.4117,3,597.59,9
S014,T022,49.0,59.93,6,6,6,3,4,0.4061,5,585.65,11
S014,T023,49.0,70.98,6,8,7,4,7,0.2517,3,753.73,11
S014,T024,49.0,74.09,6,8,7,4,7,0.2649,3,734.43,11
S014,T025,49.0,54.53,5,6,5,3,4,0.4156,5,557.9,10
S014,T026,46.0,57.51,5,7,7,2,5,0.4391,4,542.71,10
S014,T027,46.0,59.31,5,5,7,4,5,0.3528,3,662.54,11
S014,T028,46.0,62.69,6,7,7,4,6,0.3279,3,653.27,11
S014,T029,46.0,69.36,5,6,8,3,7,0.2944,3,721.4,12
S014,T030,46.0,64.41,7,7,8,3,7,0.2858,4,725.34,14
S015,T001,43.0,59.89,6,8,6,3,4,0.3978,4,588.75,11
S015,T002,43.0,67.1,6,8,6,3,5,0.3497,3,622.77,11
S015,T003,43.0,79.47,6,8,8,4,7,0.217,2,785.03,13
S015,T004,87.0,20.02,2,4,1,1,0,0.8644,8,179.89,3
S015,T005,87.0,29.36,1,1,3,1,1,0.8068,8,242.34,3
S015,T006,83.0,20.74,1,3,2,1,1,0.8585,8,174.61,3
S015,T007,83.0,33.99,3,5,2,1,0,0.7025,6,347.03,4
S015,T008,49.0,65.12,5,6,7,3,5,0.376,3,626.13,11
S015,T009,69.0,33.17,2,2,4,2,1,0.6961,6,334.13,6
S015,T010,69.0,41.41,4,4,4,2,2,0.6098,6,410.82,7
S015,T011,43.0,56.06,4,6,6,3,4,0.4458,4,521.34,8
S015,T012,43.0,63.29,5,5,7,3,6,0.3215,3,660.6,11
S015,T013,43.0,72.83,6,6,7,3,6,0.251,2,780.82,11
S015,T014,87.0,15.65,1,3,0,0,0,0.8921,9,130.92,1
S015,T015,87.0,28.28,4,6,3,1,1,0.7544,7,324.23,7
S015,T016,87.0,42.66,4,4,3,2,1,0.6425,7,456.02,5
S015,T017,83.0,18.25,1,2,1,1,0,0.8455,9,184.11,2
S015,T018,83.0,31.75,4,6,3,1,0,0.7398,7,283.74,6
S015,T019,83.0,39.09,4,4,3,1,2,0.6531,7,434.61,6
S015,T020,49.0,56.11,4,6,5,3,4,0.4586,5,534.4,8
S015,T021,49.0,66.87,5,6,7,3,6,0.357,4,624.81,11
S015,T022,49.0,63.14,6,7,7,4,5,0.3515,4,659.96,12
S015,T023,49.0,64.11,6,6,8,3,7,0.3212,2,700.52,13
S015,T024,49.0,67.47,6,8,7,4,6,0.2917,3,720.83,11
S015,T025,49.0,60.44,6,8,6,4,5,0.3605,4,645.85,10
S015,T026,69.0,26.66,4,4,3,1,1,0.7297,8,281.77,6
S015,T027,69.0,39.65,3,3,4,2,2,0.6172,7,411.99,7
S015,T028,69.0,41.02,3,3,3,2,1,0.6247,6,395.05,5
S015,T029,69.0,56.63,5,6,4,2,3,0.4686,5,579.84,8
S015,T030,69.0,47.27,5,5,5,3,3,0.481,5,557.34,9
S016,T001,54.0,44.95,4,4,4,2,2,0.5791,7,419.07,8
S016,T002,54.0,57.21,6,8,6,3,4,0.4342,5,585.47,11
S016,T003,54.0,65.32,6,8,6,4,4,0.3701,4,650.19,12
S016,T004,85.0,27.73,2,4,3,1,0,0.8131,8,225.25,4
S016,T005,85.0,30.16,4,6,3,2,1,0.7336,7,329.84,7
S016,T006,58.0,40.26,4,4,4,1,2,0.615,7,401.02,8
S016,T007,58.0,51.22,5,7,6,3,4,0.4472,4,536.72,10
S016,T008,46.0,57.68,5,7,7,3,5,0.3619,3,612.63,11
S016,T009,45.0,50.38,4,4,5,3,3,0.479,5,508.96,8
S016,T010,45.0,65.83,5,5,6,3,5,0.3194,4,668.42,10
S016,T011,54.0,48.15,4,6,5,2,3,0.5395,5,426.13,8
S016,T012,54.0,51.66,6,6,5,3,3,0.4446,5,534.03,10
S016,T013,54.0,66.36,5,5,7,4,5,0.3265,3,713.98,11
S016,T014,85.0,21.17,2,4,1,1,0,0.8242,9,223.29,3
S016,T015,85.0,27.19,2,3,1,1,0,0.7775,8,280.63,3
S016,T016,85.0,41.45,4,6,4,2,1,0.6187,7,471.36,7
S016,T017,58.0,41.96,3,5,5,2,2,0.6078,6,384.53,7
S016,T018,58.0,54.03,5,7,5,2,3,0.4544,5,571.57,8
S016,T019,58.0,55.03,5,5,6,3,4,0.3892,3,631.23,10
S016,T020,46.0,54.17,5,6,6,3,4,0.4446,5,526.21,10
S016,T021,46.0,60.84,6,8,7,3,6,0.3355,3,634.13,12
S016,T022,46.0,60.36,5,6,7,3,5,0.3917,4,617.77,10
S016,T023,46.0,68.77,6,7,6,4,5,0.2662,3,746.25,10
S016,T024,46.0,68.33,5,5,8,4,7,0.2685,3,723.71,11
S016,T025,46.0,67.03,6,7,6,3,5,0.339,4,668.51,11
S016,T026,45.0,61.72,5,7,5,3,3,0.412,4,538.43,10
S016,T027,45.0,65.58,7,9,7,4,5,0.3179,3,682.64,12
S016,T028,45.0,56.34,6,8,7,3,5,0.3846,4,629.07,11
S016,T029,45.0,68.18,6,6,7,3,6,0.2707,2,746.39,11
S016,T030,45.0,73.78,5,7,8,4,7,0.2319,3,769.16,12
S017,T001,64.0,34.4,3,4,4,2,2,0.6459,7,349.21,5
S017,T002,64.0,52.04,4,4,5,3,3,0.5043,5,508.09,8
S017,T003,64.0,58.33,6,8,5,3,4,0.4159,5,602.1,10
S017,T004,46.0,53.88,5,7,6,3,4,0.4278,5,558.05,11
S017,T005,46.0,63.01,6,8,6,3,5,0.3514,3,615.26,11
S017,T006,65.0,38.57,3,4,3,1,1,0.6777,6,341.79,6
S017,T007,65.0,40.85,4,5,4,2,2,0.5734,5,451.56,7
S017,T008,84.0,25.51,3,4,3,1,1,0.7555,8,307.98,6
S017,T009,54.0,41.57,3,5,4,2,2,0.5669,5,445.45,5
S017,T010,54.0,50.64,5,6,5,2,3,0.4651,5,522.98,10
S017,T011,64.0,37.27,4,6,3,2,1,0.6648,7,316.67,6
S017,T012,64.0,50.77,5,6,5,2,3,0.5456,6,505.64,9
S017,T013,64.0,50.54,6,7,5,3,4,0.4408,5,608.89,9
S017,T014,46.0,54.21,4,5,6,3,4,0.4426,5,516.7,9
S017,T015,46.0,60.46,5,6,7,3,5,0.358,3,658.07,10
S017,T016,46.0,66.26,5,6,8,3,7,0.2719,3,767.27,12
S017,T017,65.0,35.92,4,6,3,2,1,0.6656,6,325.53,7
S017,T018,65.0,46.48,5,5,5,3,2,0.5562,5,439.21,9
S017,T019,65.0,59.24,5,7,5,3,4,0.4395,4,621.47,9
S017,T020,84.0,17.22,2,2,2,1,1,0.8419,9,192.43,3
S017,T021,84.0,35.48,3,3,3,1,1,0.7042,8,336.67,6
S017,T022,84.0,27.15,2,4,3,1,1,0.7231,7,323.72,4
S017,T023,84.0,31.03,4,6,2,1,1,0.6792,6,419.68,6
S017,T024,84.0,36.64,3,5,3,2,1,0.622,7,448.08,5
S017,T025,84.0,25.19,3,5,3,1,1,0.7561,7,323.38,5
S017,T026,54.0,44.52,4,4,5,2,3,0.5795,5,427.95,8
S017,T027,54.0,55.95,4,5,5,3,3,0.4656,4,546.22,8
S017,T028,54.0,57.56,4,5,5,3,4,0.438,5,595.43,7
S017,T029,54.0,58.96,6,7,6,3,5,0.3734,3,680.73,11
S017,T030,54.0,62.74,6,6,7,3,6,0.3369,3,705.06,12
S018,T001,43.0,53.79,6,6,5,3,3,0.4438,4,536.26,9
S018,T002,43.0,65.52,5,7,7,4,6,0.3396,3,663.87,11
S018,T003,43.0,77.92,7,9,8,4,8,0.2004,2,794.87,14
S018,T004,90.0,18.26,2,3,1,1,0,0.9111,10,111.0,2
S018,T005,90.0,23.67,2,2,2,1,1,0.765,7,318.52,3
S018,T006,61.0,44.29,3,5,4,2,2,0.6216,5,384.53,5
S018,T007,61.0,44.17,4,5,4,3,2,0.5157,5,473.92,7
S018,T008,35.0,72.27,6,6,8,4,8,0.2364,3,759.71,13
S018,T009,33.0,69.03,5,7,7,3,6,0.3332,4,608.31,10
S018,T010,33.0,75.96,7,7,7,4,7,0.2406,2,751.13,12
S018,T011,43.0,57.39,6,8,5,3,4,0.4344,4,522.35,10
S018,T012,43.0,62.24,5,5,6,3,5,0.3488,4,661.06,10
S018,T013,43.0,65.72,7,7,6,4,5,0.2672,3,729.97,12
S018,T014,90.0,12.15,2,4,0,1,0,0.8967,9,116.33,2
S018,T015,90.0,26.2,1,3,2,1,0,0.8334,8,250.82,3
S018,T016,90.0,26.85,2,2,2,1,1,0.7268,7,344.35,4
S018,T017,61.0,42.9,3,3,5,1,2,0.629,7,382.91,7
S018,T018,61.0,47.42,4,4,6,2,3,0.4968,5,502.3,8
S018,T019,61.0,51.23,5,6,6,3,4,0.4333,4,592.47,10
S018,T020,35.0,60.85,5,6,7,3,5,0.381,5,570.91,11
S018,T021,35.0,72.91,6,7,8,4,7,0.213,2,754.07,12
S018,T022,35.0,65.63,7,9,7,4,6,0.2889,3,710.63,12
S018,T023,35.0,78.93,8,10,9,4,10,0.1255,0,898.69,15
S018,T024,35.0,84.63,7,9,9,4,10,0.1268,1,897.74,15
S018,T025,35.0,68.84,5,5,8,4,7,0.2488,2,739.13,12
S018,T026,33.0,61.87,5,7,7,4,5,0.3161,2,636.43,10
S018,T027,33.0,76.7,7,7,8,4,7,0.2073,1,792.33,13
S018,T028,33.0,74.75,5,5,7,4,6,0.2454,2,714.62,10
S018,T029,33.0,79.06,8,8,9,4,9,0.1536,2,850.78,15
S018,T030,33.0,80.4,7,7,9,4,10,0.1279,2,876.07,14
S019,T001,37.0,66.27,6,6,6,4,4,0.3419,3,609.62,11
S019,T002,37.0,63.07,6,6,7,4,6,0.2948,4,703.35,11
S019,T003,37.0,79.53,7,7,7,4,7,0.1537,2,853.61,14
S019,T004,68.0,35.09,3,5,3,1,1,0.6771,7,332.47,5
S019,T005,68.0,42.15,3,3,3,2,2,0.6115,6,424.76,6
S019,T006,78.0,21.4,2,2,2,1,1,0.7896,8,221.79,3
S019,T007,78.0,40.92,4,6,2,1,1,0.6693,6,355.4,6
S019,T008,55.0,50.29,5,7,5,2,3,0.4851,5,513.68,9
S019,T009,34.0,67.39,6,7,7,3,6,0.3051,4,660.21,12
S019,T010,34.0,77.42,7,9,8,3,8,0.2295,1,742.44,14
S019,T011,37.0,59.49,6,6,6,3,4,0.3531,4,582.15,10
S019,T012,37.0,65.83,7,7,7,4,6,0.2633,2,697.52,13
S019,T013,37.0,74.54,7,8,8,4,8,0.1968,2,818.33,14
S019,T014,68.0,32.84,3,3,4,2,1,0.6756,6,318.04,7
S019,T015,68.0,42.91,4,4,5,2,2,0.5519,6,451.43,9
S019,T016,68.0,47.8,4,4,4,2,2,0.5036,5,533.05,6
S019,T017,78.0,24.16,2,3,2,1,1,0.7654,9,220.94,4
S019,T018,78.0,30.47,4,4,2,2,1,0.7158,7,343.88,5
S019,T019,78.0,44.9,5,7,4,2,2,0.6155,5,447.13,8
S019,T020,55.0,48.84,5,5,4,3,2,0.5132,4,439.32,8
S019,T021,55.0,55.95,4,5,5,3,3,0.4567,6,579.28,8
S019,T022,55.0,51.29,5,7,6,3,4,0.4492,4,579.38,10
S019,T023,55.0,64.16,5,6,7,4,5,0.3328,4,726.7,10
S019,T024,55.0,62.15,6,7,7,3,5,0.3745,3,640.33,13
S019,T025,55.0,58.72,5,7,6,3,4,0.452,5,550.65,10
S019,T026,34.0,65.59,5,5,7,3,5,0.3604,4,581.76,11
S019,T027,34.0,72.33,6,6,7,4,6,0.2592,3,697.14,11
S019,T028,34.0,79.72,7,9,7,4,6,0.2143,3,731.81,13
S019,T029,34.0,79.39,8,10,9,5,10,0.1452,0,870.52,15
S019,T030,34.0,78.27,6,7,9,4,9,0.1465,2,850.62,13
S020,T001,53.0,45.32,4,4,5,2,3,0.5132,5,478.95,9
S020,T002,53.0,54.57,5,6,5,3,3,0.4561,4,543.37,8
S020,T003,53.0,62.98,6,7,7,3,6,0.3125,3,697.63,12
S020,T004,90.0,18.75,2,4,2,1,0,0.9091,10,122.33,3
S020,T005,90.0,31.4,2,3,2,1,0,0.7705,8,290.94,3
S020,T006,62.0,36.14,3,3,3,1,2,0.6368,6,336.25,5
S020,T007,62.0,44.47,5,5,4,2,2,0.5353,6,456.99,8
S020,T008,88.0,29.73,3,3,1,1,0,0.7775,7,304.31,5
S020,T009,82.0,26.24,2,2,1,1,0,0.7948,9,215.57,3
S020,T010,82.0,28.2,3,3,2,1,1,0.729,7,301.81,5
S020,T011,53.0,47.44,5,5,6,3,4,0.533,5,458.86,10
S020,T012,53.0,61.73,6,7,6,3,4,0.3986,4,590.06,11
S020,T013,53.0,61.14,5,6,7,3,5,0.3297,3,686.8,10
S020,T014,90.0,16.83,1,3,0,0,0,0.9381,10,126.31,2
S020,T015,90.0,27.49,1,3,2,1,0,0.7894,7,244.11,2
S020,T016,90.0,33.83,2,2,2,1,1,0.7072,6,408.28,4
S020,T017,62.0,41.78,3,5,4,2,2,0.638,6,384.28,7
S020,T018,62.0,43.25,5,7,4,2,2,0.556,6,467.23,7
S020,T019,62.0,61.07,4,4,6,3,4,0.388,3,639.84,9
S020,T020,88.0,18.05,2,4,2,0,1,0.9008,9,133.72,3
S020,T021,88.0,23.76,2,2,3,1,1,0.8088,8,273.71,3
S020,T022,88.0,27.02,3,4,3,1,1,0.7541,8,292.32,6
S020,T023,88.0,35.33,3,5,3,2,1,0.6792,7,396.13,6
S020,T024,88.0,37.77,3,4,3,1,1,0.6894,7,384.98,4
S020,T025,88.0,19.6,2,2,2,1,1,0.8113,8,235.04,3
S020,T026,82.0,21.5,3,4,1,1,0,0.7868,8,240.69,4
S020,T027,82.0,31.24,2,3,3,1,2,0.7137,8,337.71,4
S020,T028,82.0,28.6,3,5,3,1,1,0.734,7,344.26,6
S020,T029,82.0,37.81,3,5,3,2,1,0.6579,7,439.04,6
S020,T030,82.0,38.57,4,6,3,2,1,0.6374,7,420.78,7
S021,T001,31.0,65.51,7,8,7,3,6,0.2941,3,650.9,13
S021,T002,31.0,77.18,7,9,8,4,7,0.2405,2,750.13,14
S021,T003,31.0,80.43,7,8,10,4,11,0.1126,1,882.02,15
S021,T004,73.0,26.18,3,4,2,1,1,0.7512,8,256.19,5
S021,T005,73.0,44.08,4,5,3,1,1,0.6105,6,409.69,7
S021,T006,71.0,36.22,4,4,2,1,0,0.7038,6,311.32,6
S021,T007,71.0,35.98,3,3,3,2,2,0.6471,7,363.78,6
S021,T008,62.0,43.75,5,6,6,2,4,0.5337,6,500.4,10
S021,T009,46.0,47.89,5,7,5,2,3,0.4863,5,505.03,9
S021,T010,46.0,60.29,6,6,7,3,5,0.3512,3,627.96,12
S021,T011,31.0,71.5,6,8,8,4,7,0.2745,4,694.5,13
S021,T012,31.0,79.5,7,8,7,4,7,0.199,3,780.55,13
S021,T013,31.0,85.72,7,9,8,5,8,0.1331,1,877.98,13
S021,T014,73.0,35.7,2,3,4,1,2,0.7254,7,298.82,6
S021,T015,73.0,37.1,4,5,5,2,3,0.6028,7,449.59,9
S021,T016,73.0,51.39,4,5,5,3,3,0.5277,5,543.37,8
S021,T017,71.0,33.37,4,6,2,2,1,0.7182,7,270.58,6
S021,T018,71.0,44.69,3,4,4,2,2,0.5702,6,483.47,7
S021,T019,71.0,44.03,5,6,5,2,3,0.5378,5,528.49,9
S021,T020,62.0,40.37,4,5,5,2,3,0.5868,7,428.15,8
S021,T021,62.0,46.95,5,6,4,2,2,0.5301,5,485.12,7
S021,T022,62.0,53.98,5,5,4,3,2,0.5094,5,526.62,8
S021,T023,62.0,62.88,6,7,6,3,4,0.3963,5,649.19,10
S021,T024,62.0,53.45,5,6,6,3,4,0.4342,4,608.01,10
S021,T025,62.0,49.67,3,4,4,3,2,0.5318,6,500.79,7
S021,T026,46.0,54.1,4,4,5,3,4,0.4405,5,531.96,9
S021,T027,46.0,59.92,6,6,6,3,5,0.3768,5,612.0,11
S021,T028,46.0,57.75,5,7,6,3,4,0.3664,4,641.14,9
S021,T029,46.0,76.43,7,8,8,4,8,0.2451,3,758.67,14
S021,T030,46.0,69.03,6,7,7,4,6,0.2809,3,768.22,12
S022,T001,68.0,31.87,3,3,2,1,0,0.6909,7,325.07,6
S022,T002,68.0,36.92,3,4,5,2,2,0.6142,5,431.14,7
S022,T003,68.0,55.85,4,4,6,3,4,0.4563,6,574.89,8
S022,T004,37.0,58.02,5,5,6,3,4,0.3913,5,554.41,9
S022,T005,37.0,74.22,7,7,8,3,7,0.2599,3,728.67,14
S022,T006,56.0,47.07,3,3,5,2,3,0.5675,7,431.65,7
S022,T007,56.0,56.33,4,6,5,3,4,0.4369,4,574.76,8
S022,T008,57.0,57.61,5,6,5,2,4,0.4492,5,545.27,9
S022,T009,87.0,22.67,2,3,2,1,1,0.8396,8,177.84,3
S022,T010,87.0,32.16,3,4,2,1,1,0.746,8,324.57,4
S022,T011,68.0,37.84,2,3,4,2,2,0.6741,7,352.87,5
S022,T012,68.0,42.81,4,4,5,2,3,0.5467,6,499.46,8
S022,T013,68.0,52.72,4,4,6,3,4,0.4636,5,583.79,9
S022,T014,37.0,65.39,6,8,5,3,4,0.3584,3,615.9,10
S022,T015,37.0,66.31,6,8,7,4,6,0.2864,4,724.61,11
S022,T016,37.0,75.87,7,9,8,4,8,0.1448,0,850.61,14
S022,T017,56.0,46.86,4,6,5,2,3,0.5568,5,455.14,8
S022,T018,56.0,55.77,4,5,4,2,2,0.4752,4,547.82,6
S022,T019,56.0,59.44,5,5,6,3,5,0.3585,4,663.34,10
S022,T020,57.0,43.0,4,4,5,2,3,0.5317,5,444.99,8
S022,T021,57.0,55.6,4,5,4,3,3,0.4964,5,539.01,7
S022,T022,57.0,57.03,4,5,5,3,3,0.4743,5,561.11,7
S022,T023,57.0,63.71,5,7,6,4,4,0.3349,3,693.77,11
S022,T024,57.0,61.97,6,6,6,3,5,0.3577,4,676.38,11
S022,T025,57.0,52.3,5,7,5,2,3,0.5037,6,539.41,9
S022,T026,87.0,19.13,2,2,1,1,0,0.8888,8,122.29,3
S022,T027,87.0,25.45,3,4,2,1,0,0.7381,7,335.49,4
S022,T028,87.0,22.59,3,3,3,1,1,0.7962,8,266.92,6
S022,T029,87.0,34.27,4,6,3,2,1,0.6928,7,401.3,7
S022,T030,87.0,40.06,3,3,4,2,2,0.665,7,390.84,6
S023,T001,83.0,24.13,2,2,3,1,0,0.8034,8,217.49,4
S023,T002,83.0,32.64,2,2,2,2,0,0.7418,8,279.89,4
S023,T003,83.0,42.55,3,4,4,2,2,0.6129,7,438.1,6
S023,T004,46.0,55.91,6,7,6,3,4,0.4383,5,538.42,11
S023,T005,46.0,65.38,6,8,7,3,5,0.3816,3,595.49,12
S023,T006,60.0,42.51,4,6,3,2,2,0.6128,6,380.29,6
S023,T007,60.0,52.54,5,6,5,2,3,0.5145,5,526.71,8
S023,T008,41.0,65.76,6,8,7,3,6,0.3023,3,701.74,12
S023,T009,85.0,14.42,1,3,1,1,0,0.8805,8,181.11,1
S023,T010,85.0,29.82,3,5,2,2,0,0.7541,8,283.46,5
S023,T011,83.0,15.38,1,1,2,1,0,0.869,10,176.78,2
S023,T012,83.0,31.11,2,3,4,2,2,0.7358,8,338.23,5
S023,T013,83.0,35.2,3,4,4,2,2,0.6376,7,430.66,5
S023,T014,46.0,52.91,4,5,5,3,3,0.4613,4,483.42,7
S023,T015,46.0,63.29,5,7,7,3,6,0.3372,3,639.22,10
S023,T016,46.0,71.37,7,8,8,3,7,0.2552,2,762.16,14
S023,T017,60.0,46.35,4,6,3,2,1,0.6011,7,381.26,7
S023,T018,60.0,49.17,4,6,5,2,3,0.4927,5,513.68,7
S023,T019,60.0,58.58,6,7,5,4,4,0.3714,4,683.43,9
S023,T020,41.0,57.56,6,7,6,3,4,0.3979,5,554.43,11
S023,T021,41.0,72.81,5,7,7,4,6,0.2806,3,690.98,11
S023,T022,41.0,66.7,5,6,7,4,5,0.3028,2,669.29,10
S023,T023,41.0,74.23,7,9,8,4,8,0.172,2,861.12,14
S023,T024,41.0,72.36,6,7,8,4,7,0.2466,2,798.15,12
S023,T025,41.0,63.43,6,8,7,3,6,0.3364,4,626.78,11
S023,T026,85.0,17.17,2,4,1,0,0,0.845,8,161.87,2
S023,T027,85.0,28.86,3,4,3,2,1,0.7172,7,343.2,5
S023,T028,85.0,28.71,4,5,3,1,1,0.7214,7,341.94,6
S023,T029,85.0,31.69,3,3,3,2,1,0.6702,7,382.07,6
S023,T030,85.0,43.88,4,6,4,2,2,0.6115,6,448.51,6
S024,T001,82.0,22.75,2,2,1,1,1,0.8309,9,189.19,3
S024,T002,82.0,39.53,3,5,3,1,2,0.6801,7,360.86,6
S024,T003,82.0,37.73,3,5,3,2,2,0.6104,5,463.19,5
S024,T004,48.0,51.96,5,7,5,2,3,0.4959,5,505.95,9
S024,T005,48.0,60.19,5,7,6,4,4,0.3674,4,625.29,9
S024,T006,68.0,30.63,3,3,3,1,1,0.6953,7,312.3,5
S024,T007,68.0,47.59,3,5,5,3,3,0.5714,5,451.0,8
S024,T008,67.0,40.47,4,5,4,2,2,0.5601,6,461.67,7
S024,T009,39.0,64.91,4,5,7,3,6,0.3677,4,594.95,9
S024,T010,39.0,62.18,7,7,6,4,5,0.3284,4,642.62,12
S024,T011,82.0,22.51,2,3,1,1,0,0.8496,8,184.02,3
S024,T012,82.0,27.87,2,4,3,2,1,0.7397,6,332.13,5
S024,T013,82.0,40.5,4,6,4,2,2,0.6342,5,467.5,8
S024,T014,48.0,52.83,6,7,4,3,3,0.4746,5,469.19,8
S024,T015,48.0,58.57,5,6,5,3,3,0.4135,5,560.07,10
S024,T016,48.0,70.97,5,5,7,3,6,0.2739,3,718.85,10
S024,T017,68.0,36.5,4,5,2,2,1,0.7038,7,321.09,5
S024,T018,68.0,42.46,4,5,5,2,3,0.5458,5,449.68,8
S024,T019,68.0,50.94,4,4,4,2,3,0.5078,4,544.27,6
S024,T020,67.0,40.09,4,5,3,2,2,0.6342,5,370.53,6
S024,T021,67.0,37.8,5,7,3,2,2,0.5936,6,436.46,7
S024,T022,67.0,49.24,5,7,5,2,3,0.531,5,474.04,9
S024,T023,67.0,58.02,4,4,4,3,2,0.4656,4,599.53,8
S024,T024,67.0,51.35,4,5,5,3,3,0.492,4,571.23,7
S024,T025,67.0,46.46,4,4,4,2,2,0.5955,6,450.91,8
S024,T026,39.0,56.88,6,8,6,3,5,0.4056,4,543.23,10
S024,T027,39.0,63.1,7,8,6,3,4,0.3201,3,675.36,12
S024,T028,39.0,60.34,5,7,6,4,5,0.3262,3,633.32,10
S024,T029,39.0,74.58,7,9,9,4,9,0.1614,1,824.69,15
S024,T030,39.0,72.98,6,8,7,4,6,0.2075,3,779.69,11
S025,T001,76.0,30.44,3,4,3,1,1,0.7724,9,253.12,6
S025,T002,76.0,36.46,4,6,2,2,0,0.6998,7,326.66,5
S025,T003,76.0,48.27,5,5,5,2,3,0.568,5,484.88,8
S025,T004,62.0,36.51,3,3,4,2,2,0.6304,6,339.08,7
S025,T005,62.0,48.55,5,7,6,3,4,0.4852,5,540.34,10
S025,T006,77.0,19.82,2,4,2,1,1,0.8065,7,197.68,4
S025,T007,77.0,37.26,3,4,4,2,2,0.6617,6,355.64,6
S025,T008,62.0,49.13,5,6,5,2,3,0.5081,5,500.14,9
S025,T009,30.0,74.16,6,7,8,3,7,0.262,3,678.09,13
S025,T010,30.0,74.85,6,6,7,4,6,0.2341,3,725.99,12
S025,T011,76.0,28.45,2,4,3,1,1,0.7876,7,255.25,4
S025,T012,76.0,29.83,4,5,4,2,2,0.6858,8,366.33,8
S025,T013,76.0,45.77,3,5,5,2,2,0.5892,6,494.61,7
S025,T014,62.0,37.7,3,3,3,2,2,0.6434,5,374.33,5
S025,T015,62.0,44.66,4,6,4,3,2,0.5499,6,467.73,7
S025,T016,62.0,51.8,5,6,6,2,4,0.4423,5,632.69,10
S025,T017,77.0,24.42,3,5,3,1,1,0.7939,7,227.23,5
S025,T018,77.0,30.9,3,4,2,2,0,0.6756,7,377.11,4
S025,T019,77.0,47.02,5,6,4,2,2,0.5356,4,516.89,8
S025,T020,62.0,36.4,3,3,3,2,1,0.6528,6,369.35,6
S025,T021,62.0,50.97,5,7,5,3,3,0.5048,5,511.09,9
S025,T022,62.0,50.44,4,4,6,2,4,0.4806,5,535.65,9
S025,T023,62.0,62.55,5,7,7,3,5,0.3831,4,642.19,11
S025,T024,62.0,56.34,5,7,7,3,5,0.394,4,649.21,11
S025,T025,62.0,46.24,5,6,6,3,4,0.4992,6,529.29,11
S025,T026,30.0,70.77,6,6,8,3,6,0.2929,3,640.59,12
S025,T027,30.0,74.4,7,7,8,4,8,0.2005,1,763.55,12
S025,T028,30.0,73.38,7,7,8,4,8,0.18,1,789.86,14
S025,T029,30.0,84.89,8,8,9,4,10,0.0712,0,921.54,14
S025,T030,30.0,86.63,8,8,9,5,9,0.1211,1,879.01,14
S026,T001,49.0,48.52,5,7,5,2,3,0.5008,4,447.48,10
